Time,BField_R,BField_T,BField_N,BTOTAL,HAE_X,HAE_Y,HAE_Z,HEE_X,HEE_Y,HEE_Z,HEEQ_X,HEEQ_Y,HEEQ_Z,CARR_X,CARR_Y,CARR_Z,HCI_X,HCI_Y,HCI_Z,R,Np,Vp,Tp,Vth,Vr_Over_V_RTN,Vt_Over_V_RTN,Vn_Over_V_RTN,Vp_RTN,Entropy,Beta,Total_Pressure,Cone_Angle,Clock_Angle,Magnetic_Pressure,Dynamic_Pressure
2010-10-31 00:00:36,-7.4557467,11.593492,5.9110355,15.121716,-0.5043522,0.82529813,-0.00211799,0.0990385,0.96212006,-0.0020982984,0.10638611,0.9571693,-0.08942545,0.23278551,0.9345063,-0.08942545,0.6759462,0.6859941,-0.08942545,0.9672063,24.7,370.0,131000.0,46.5,0.9993833,0.030554738,0.017305339,369.8281,0.6521151,1.0958277,190.69023,119.54118,62.98487,90.98334,3.2772775
2010-10-31 00:01:36,-6.587868,11.768315,6.2966437,14.951075,-0.5043625,0.8252918,-0.00211799,0.0990385,0.96212006,-0.0020982984,0.10638609,0.9571692,-0.089427136,0.2329339,0.93446916,-0.089427136,0.67593765,0.6860022,-0.089427136,0.9672063,21.2,364.0,101000.0,40.8,0.9993231,0.035974532,0.0076892134,364.14648,0.41480196,0.84761554,164.33409,116.14398,61.850967,88.94153,2.7271223
2010-10-31 00:02:36,-5.7824574,11.448934,6.866387,14.581278,-0.5043729,0.82528555,-0.002118,0.0990385,0.96212006,-0.0020982984,0.10638442,0.95716935,-0.089427136,0.23308231,0.93443215,-0.089427136,0.6759281,0.6860117,-0.089427136,0.9672063,24.2,373.0,112000.0,43.0,0.9982824,0.05014204,0.030299734,372.94058,0.43751803,1.0676572,174.92044,113.363754,59.047184,84.596214,3.2652102
2010-10-31 00:03:36,-5.344094,10.809279,6.953973,13.951707,-0.5043832,0.82527924,-0.002118,0.09903682,0.96212023,-0.0020982984,0.106384404,0.9571692,-0.08942882,0.2332323,0.93439454,-0.08942882,0.6759196,0.6860198,-0.08942882,0.9672063,24.6,368.0,99500.0,40.6,0.9982123,0.05110673,0.03099025,367.85764,0.24361238,1.1218748,164.34074,112.522255,57.24546,77.44875,3.2293205
2010-10-31 00:04:36,-5.4250703,10.285151,6.8133307,13.511145,-0.5043936,0.8252729,-0.002118,0.09903682,0.96212023,-0.0020982984,0.10638439,0.957169,-0.089430496,0.23338068,0.93435735,-0.089430496,0.6759111,0.68602794,-0.089430496,0.9672063,23.0,364.0,94900.0,39.6,0.998432,0.047806043,0.029123222,363.9707,0.23986371,1.0950981,152.18068,113.673584,56.47778,72.63468,2.9558148
2010-10-31 00:05:36,-5.3695927,9.993255,6.944517,13.332927,-0.5044039,0.8252666,-0.002118,0.09903682,0.96212023,-0.0020982984,0.10638439,0.957169,-0.089430496,0.23352906,0.9343203,-0.089430496,0.6759027,0.6860362,-0.089430496,0.9672063,23.3,362.0,91800.0,38.9,0.9988008,0.03900053,0.029596146,361.53354,0.17708744,1.1228827,150.15778,113.74906,55.203773,70.731155,2.9544024
2010-10-31 00:06:36,-4.9029136,9.643015,7.5463796,13.270413,-0.50441426,0.8252603,-0.002118,0.09903682,0.96212023,-0.0020982984,0.1063827,0.95716906,-0.08943218,0.23367906,0.9342826,-0.08943218,0.67589426,0.68604434,-0.08943218,0.9672063,22.1,370.0,99300.0,40.5,0.9985842,0.035104368,0.039964974,370.32428,0.34776312,1.1129953,148.06017,111.68244,51.954166,70.06944,2.940175
2010-10-31 00:07:36,-5.202792,9.698427,7.347955,13.377687,-0.5044246,0.82525396,-0.002118,0.099035144,0.96212035,-0.0020982984,0.10638268,0.9571689,-0.089433864,0.2338274,0.93424535,-0.089433864,0.67588574,0.6860525,-0.089433864,0.9672063,19.9,364.0,96900.0,40.0,0.99852455,0.043963656,0.03187365,363.93698,0.4159219,0.9754486,140.66916,112.88705,52.85083,71.20686,2.5569482
2010-10-31 00:08:36,-5.5360885,10.525592,6.307722,13.539693,-0.50443494,0.82524765,-0.002118,0.099035144,0.96212035,-0.0020982984,0.10638268,0.9571689,-0.089433864,0.23397577,0.93420815,-0.089433864,0.67587614,0.6860619,-0.089433864,0.9672063,20.7,362.0,95300.0,39.7,0.9991369,0.027078379,0.031499337,361.91235,0.35153338,0.98325443,144.66621,114.1344,59.066803,72.941956,2.6302297
2010-10-31 00:09:36,-5.294687,10.721598,6.3653493,13.609253,-0.50444525,0.8252414,-0.002118,0.099035144,0.96212035,-0.0020982984,0.10638266,0.95716876,-0.08943554,0.23412573,0.9341704,-0.08943554,0.6758677,0.6860701,-0.08943554,0.9672063,17.4,355.0,62300.0,32.1,0.99922174,0.029928654,0.025693467,354.17563,-0.11240571,0.6932858,124.78732,112.89543,59.302647,73.69335,2.117401
2010-10-31 00:10:36,-5.114928,10.275718,7.0885177,13.581534,-0.5044556,0.82523507,-0.00211801,0.099035144,0.96212035,-0.0020982984,0.10638099,0.95716894,-0.08943554,0.2342741,0.93413323,-0.08943554,0.6758593,0.6860783,-0.08943554,0.9672063,21.2,366.0,95400.0,39.7,0.99868554,0.036106955,0.036380492,365.58057,0.32923904,1.0012721,146.88411,112.123795,55.400852,73.39347,2.7486444
2010-10-31 00:11:36,-4.8129873,10.037547,7.370335,13.437252,-0.50446594,0.82522875,-0.00211801,0.099035144,0.96212035,-0.0020982984,0.10638098,0.95716876,-0.089437224,0.23442243,0.93409586,-0.089437224,0.6758508,0.6860865,-0.089437224,0.9672063,22.1,359.0,95800.0,39.8,0.99902016,0.039302967,0.020348346,358.75153,0.2939388,1.0682851,148.59433,110.98861,53.711037,71.84237,2.7592833
2010-10-31 00:12:36,-5.422627,10.079059,6.2048697,13.21654,-0.5044763,0.82522243,-0.00211801,0.09903346,0.96212053,-0.0020982984,0.10638096,0.95716864,-0.0894389,0.23457074,0.9340585,-0.0894389,0.6758423,0.68609464,-0.0894389,0.9672063,19.3,366.0,122000.0,44.9,0.99966574,0.023286266,0.011232199,365.022,0.7920488,1.0808791,144.62828,114.223114,58.382717,69.501686,2.4946632
2010-10-31 00:13:36,-4.8282623,10.368514,6.6785064,13.484747,-0.5044866,0.8252161,-0.00211801,0.09903346,0.96212053,-0.0020982984,0.10638096,0.95716864,-0.0894389,0.23472072,0.9340208,-0.0894389,0.67583275,0.68610406,-0.0894389,0.9672063,21.2,369.0,142000.0,48.4,0.9994327,0.027641578,0.019240705,369.00934,0.9258618,1.2343844,161.66426,110.98071,57.213844,72.351135,2.800445
2010-10-31 00:14:36,-4.2138987,10.242122,7.2492247,13.5427065,-0.50449693,0.8252098,-0.00211801,0.09903346,0.96212053,-0.0020982984,0.10638094,0.95716846,-0.089440584,0.23486903,0.9339833,-0.089440584,0.6758242,0.6861122,-0.089440584,0.9672063,19.5,385.0,109000.0,42.4,0.99717814,0.044417158,0.06052162,384.9864,0.6127297,0.98447365,144.81956,108.12893,54.709694,72.97442,2.8037665
2010-10-31 00:15:36,-6.943694,7.4517384,1.0889941,12.583289,-0.5045073,0.8252035,-0.00211801,0.09903346,0.96212053,-0.0020982984,0.106379256,0.9571685,-0.08944227,0.23501733,0.9339459,-0.08944227,0.67581576,0.68612033,-0.08944227,0.9672063,26.3,365.0,155000.0,50.6,0.99843335,0.055802852,0.0041031507,365.57272,0.8416911,1.8455175,179.27493,123.491875,81.68568,63.0011,3.4097285
2010-10-31 00:16:36,-9.194733,5.0828786,-4.474551,11.901565,-0.5045176,0.82519716,-0.00211801,0.09903178,0.9621207,-0.0020982984,0.106379256,0.9571685,-0.08944227,0.2351673,0.93390816,-0.08944227,0.67580736,0.6861286,-0.08944227,0.9672063,24.1,366.0,133000.0,46.9,0.9997724,0.021318274,0.0008199336,365.88327,0.6994342,1.7397588,154.41537,140.5848,131.35805,56.3596,3.1298149
2010-10-31 00:17:36,-6.1170197,8.320455,0.7925486,12.711719,-0.504528,0.82519084,-0.00211801,0.09903178,0.9621207,-0.0020982984,0.10637923,0.95716834,-0.089443944,0.23531558,0.9338706,-0.089443944,0.6757989,0.6861368,-0.089443944,0.9672063,19.2,389.0,92700.0,39.1,0.99876165,0.020062685,0.045526862,388.78146,0.38526478,1.0222445,130.02089,118.76453,84.55882,64.29368,2.8153267
2010-10-31 00:18:36,-2.8812191,11.531443,6.6762395,13.702432,-0.5045383,0.8251845,-0.00211802,0.09903178,0.9621207,-0.0020982984,0.10637922,0.95716816,-0.08944563,0.23546386,0.93383306,-0.08944563,0.67579037,0.6861449,-0.08944563,0.9672063,19.1,387.0,96000.0,39.8,0.9988833,0.024078835,0.040649217,386.2313,0.4429563,0.88869816,141.10065,102.138214,59.930893,74.705925,2.764043
2010-10-31 00:19:36,-5.2551737,10.825125,5.533801,13.775484,-0.50454867,0.82517827,-0.00211802,0.09903178,0.9621207,-0.0020982984,0.10637755,0.95716834,-0.08944563,0.2356138,0.9337953,-0.08944563,0.6757808,0.68615437,-0.08944563,0.9672063,20.8,366.0,114000.0,43.5,0.99981624,0.018596144,0.004649036,365.66718,0.6154671,1.0369759,153.80502,112.42584,62.923893,75.504616,2.6980612
2010-10-31 00:20:36,-8.527262,9.110714,2.4645681,13.125358,-0.504559,0.82517195,-0.00211802,0.09903011,0.9621209,-0.0020982984,0.106377535,0.9571682,-0.089447305,0.23576207,0.93375766,-0.089447305,0.6757723,0.6861625,-0.089447305,0.9672063,25.5,367.0,143000.0,48.6,0.9998833,0.010939642,0.010666151,365.64267,0.75171083,1.573135,176.38232,130.51736,74.86302,68.54599,3.307276
2010-10-31 00:21:36,-9.828554,7.7766027,0.033927377,12.596171,-0.5045693,0.8251656,-0.00211802,0.09903011,0.9621209,-0.0020982984,0.106377535,0.9571682,-0.089447305,0.23591037,0.93372023,-0.089447305,0.6757639,0.68617076,-0.089447305,0.9672063,26.1,363.0,141000.0,48.3,0.999923,0.012157119,-0.0024866834,361.92786,0.7073269,1.7350392,172.66756,141.28632,89.75004,63.130154,3.316661
2010-10-31 00:22:36,-10.285732,7.4208884,-0.9380646,12.747027,-0.50457966,0.8251593,-0.00211802,0.09903011,0.9621209,-0.0020982984,0.10637751,0.95716804,-0.08944899,0.23606026,0.9336822,-0.08944899,0.67575544,0.68617886,-0.08944899,0.9672063,25.0,366.0,129000.0,46.2,0.9998905,0.014796955,0.00027401766,364.93997,0.6169651,1.548494,164.76756,143.79533,97.20447,64.65135,3.2299767
