Time,BTotal,Np,Vp,Tp,Beta,Entropy,Total_Pressure
2011-01-19 03:53:13,7.1302114,4.9,321.0,54000.0,0.679051,0.9403632,33.965683
2011-01-19 03:54:13,7.201113,4.97,324.0,45000.0,0.640535,0.65269625,33.84984
2011-01-19 03:55:13,7.1682663,4.55,321.0,45400.0,0.59321743,0.7542633,32.57431
2011-01-19 03:56:13,7.1780505,4.57,321.0,46100.0,0.5967009,0.7728286,32.73471
2011-01-19 03:57:13,7.2269826,4.12,320.0,43000.0,0.5208418,0.7720694,31.606045
2011-01-19 03:58:13,7.2949543,4.23,322.0,47700.0,0.5398667,0.9013175,32.60621
2011-01-19 03:59:13,7.3023753,4.4,316.0,54200.0,0.5820113,1.0535392,33.566788
2011-01-19 04:00:13,7.307079,3.15,313.0,42100.0,0.38739696,1.0087916,29.475471
2011-01-19 04:01:13,7.3010144,3.16,314.0,39200.0,0.38235265,0.8985655,29.31958
2011-01-19 04:02:13,7.2671933,4.04,319.0,45300.0,0.5121742,0.86983824,31.776594
2011-01-19 04:03:13,7.232421,3.32,315.0,38600.0,0.40783536,0.826036,29.30162
2011-01-19 04:04:13,7.185852,3.55,320.0,46800.0,0.4644516,1.0479996,30.088724
2011-01-19 04:05:13,7.1851864,3.74,320.0,48800.0,0.4952322,1.0586323,30.715446
2011-01-19 04:06:13,7.215215,3.15,318.0,42000.0,0.3970808,1.0052243,28.9396
2011-01-19 04:07:13,7.2275157,3.89,322.0,50500.0,0.51417434,1.0706732,31.472124
2011-01-19 04:08:13,7.2386584,4.6,325.0,55600.0,0.6241725,1.0473409,33.862587
2011-01-19 04:09:13,7.267214,4.51,323.0,60500.0,0.6240038,1.1937902,34.12673
2011-01-19 04:10:13,7.263779,3.85,324.0,48500.0,0.49794453,1.0203949,31.448008
2011-01-19 04:11:13,7.2436566,4.1,326.0,55600.0,0.5555602,1.1624101,32.476894
2011-01-19 04:12:13,7.348247,4.25,331.0,57700.0,0.56626177,1.1820891,33.65145
2011-01-19 04:13:13,7.6331177,2.85,331.0,41600.0,0.32021454,1.0909536,30.60702
2011-01-19 04:14:13,7.81191,2.66,326.0,39800.0,0.2821849,1.0935966,31.134212
2011-01-19 04:15:13,7.798076,2.82,329.0,42600.0,0.30544743,1.1371669,31.586899
2011-01-19 04:16:13,7.775287,2.8,328.0,37700.0,0.29592654,0.9609931,31.173529
2011-01-19 04:17:13,7.775953,2.96,328.0,43700.0,0.32460594,1.1269553,31.868862
2011-01-19 04:18:13,7.729091,2.29,322.0,43700.0,0.2541854,1.3835927,29.812023
2011-01-19 04:19:13,7.763242,2.06,331.0,38400.0,0.21935661,1.2955025,29.240845
2011-01-19 04:20:13,7.832419,2.76,337.0,37300.0,0.2867347,0.9593817,31.408962
2011-01-19 04:21:13,7.78519,2.55,333.0,39700.0,0.27220637,1.1320558,30.680948
2011-01-19 04:22:13,7.7453513,2.51,333.0,34000.0,0.26110023,0.9153804,30.102648
2011-01-19 04:23:13,7.7468567,2.47,335.0,33900.0,0.25667375,0.92702675,30.00865
2011-01-19 04:24:13,7.683062,3.5,330.0,44000.0,0.39387783,0.96964383,32.73903
2011-01-19 04:25:13,7.420509,3.77,335.0,38400.0,0.43938345,0.69113356,31.536695
2011-01-19 04:26:13,7.1246367,3.79,335.0,37900.0,0.47766054,0.666183,29.84505
2011-01-19 04:27:13,7.0573874,4.11,337.0,39300.0,0.5325597,0.6395361,30.37228
2011-01-19 04:28:13,7.046939,4.52,335.0,41100.0,0.59401894,0.6116226,31.4968
2011-01-19 04:29:13,7.0140247,4.45,336.0,37200.0,0.5761214,0.4776814,30.852919
2011-01-19 04:30:13,6.9598217,4.65,333.0,39100.0,0.6187697,0.5084388,31.1999
2011-01-19 04:31:13,6.870168,4.63,334.0,38400.0,0.62952936,0.48565167,30.603338
2011-01-19 04:32:13,6.83821,4.91,330.0,46700.0,0.708935,0.72046465,31.796703
2011-01-19 04:33:13,7.027048,3.85,338.0,26900.0,0.46427122,0.13623865,28.769987
2011-01-19 04:34:13,7.3549585,3.76,338.0,28200.0,0.4175265,0.23068637,30.511534
2011-01-19 04:35:13,7.54593,3.24,337.0,29300.0,0.34432262,0.4369303,30.45802
2011-01-19 04:36:13,7.5698457,3.58,335.0,29800.0,0.37931243,0.36252216,31.449171
2011-01-19 04:37:13,7.4667983,4.49,327.0,54200.0,0.56804734,1.033291,34.785637
2011-01-19 04:38:13,7.384785,2.92,332.0,38300.0,0.34340322,0.9427136,29.151083
2011-01-19 04:39:13,7.446035,2.68,335.0,26500.0,0.28705537,0.47602266,28.39358
2011-01-19 04:40:13,7.5522175,2.69,332.0,53900.0,0.33209795,1.5372769,30.23136
2011-01-19 04:41:13,7.595688,2.79,328.0,46600.0,0.3263028,1.2824816,30.44735
2011-01-19 04:42:13,7.59291,2.03,322.0,50700.0,0.24340221,1.7269754,28.52338
2011-01-19 04:43:13,7.570589,1.98,322.0,56700.0,0.24715249,1.9196868,28.441452
2011-01-19 04:44:13,7.616333,1.75,323.0,55600.0,0.21449104,2.0137813,28.032326
