Time,BField_R,BField_T,BField_N,BTOTAL,HAE_X,HAE_Y,HAE_Z,HEE_X,HEE_Y,HEE_Z,HEEQ_X,HEEQ_Y,HEEQ_Z,CARR_X,CARR_Y,CARR_Z,HCI_X,HCI_Y,HCI_Z,R,Np,Vp,Tp,Vth,Vr_Over_V_RTN,Vt_Over_V_RTN,Vn_Over_V_RTN,Vp_RTN,Entropy,Beta,Total_Pressure,Cone_Angle,Clock_Angle,Magnetic_Pressure,Dynamic_Pressure
2010-11-09 00:00:34,-4.872961,-0.8427685,-0.46820813,4.968534,-0.6310899,0.7329771,-0.00210613,0.09436166,0.96261686,-0.0020899158,0.1008846,0.9565285,-0.10205527,0.7110304,-0.64773464,-0.10205527,0.5553001,0.78534466,-0.10205527,0.967233,2.29,468.0,33400.0,23.5,0.9987428,-0.049593635,-0.007299496,465.78558,0.9804044,0.5766479,15.4868555,168.74385,-119.05478,9.822371,0.4819745
2010-11-09 00:01:34,-4.8575497,-0.8289817,-0.48166355,4.9525156,-0.6310991,0.7329692,-0.00210613,0.09435998,0.96261704,-0.0020899158,0.10088459,0.9565283,-0.10205694,0.7109274,-0.6478474,-0.10205694,0.55528903,0.78535223,-0.10205694,0.967233,2.33,469.0,32600.0,23.2,0.99898803,-0.0443471,-0.007498302,466.77234,0.9267225,0.58746284,15.492705,168.76158,-120.15789,9.759138,0.49247327
2010-11-09 00:02:34,-4.9135165,-0.76403767,-0.37197605,4.9887033,-0.6311083,0.7329613,-0.00210612,0.09435998,0.96261704,-0.0020899158,0.10088459,0.9565283,-0.10205694,0.71082336,-0.64796156,-0.10205694,0.55527943,0.785359,-0.10205694,0.967233,2.22,468.0,30800.0,22.6,0.9989288,-0.044683266,-0.01203011,465.49866,0.8898872,0.5451745,15.301181,170.03996,-115.9594,9.902277,0.4666662
2010-11-09 00:03:34,-4.950463,-0.7373866,-0.29839432,5.014368,-0.63111746,0.73295337,-0.00210612,0.09435998,0.96261704,-0.0020899158,0.100882895,0.9565283,-0.10205862,0.7107203,-0.6480743,-0.10205862,0.5552698,0.7853657,-0.10205862,0.967233,2.29,468.0,33400.0,23.5,0.99879843,-0.04790967,-0.010312395,465.4593,0.9804044,0.5661543,15.668918,170.84285,-112.03144,10.004426,0.48129946
2010-11-09 00:04:34,-4.9228525,-0.8441732,-0.34679836,5.0082946,-0.63112664,0.7329455,-0.00210612,0.09435998,0.96261704,-0.0020899158,0.100882895,0.9565283,-0.10205862,0.71061736,-0.6481872,-0.10205862,0.5552602,0.78537244,-0.10205862,0.967233,2.21,467.0,31100.0,22.7,0.99877596,-0.048668254,-0.008829197,464.3684,0.90894157,0.539545,15.365413,169.40141,-112.33356,9.980206,0.46231085
2010-11-09 00:05:34,-4.902377,-0.98284644,-0.38296625,5.0158367,-0.6311358,0.7329376,-0.00210611,0.09435998,0.96261704,-0.0020899158,0.10088288,0.9565281,-0.1020603,0.7105132,-0.6483012,-0.1020603,0.55525047,0.7853791,-0.1020603,0.967233,2.23,467.0,32500.0,23.2,0.9992918,-0.036994874,-0.006882767,464.9293,0.9659809,0.5477867,15.494228,167.7902,-111.28838,10.010286,0.46762225
2010-11-09 00:06:34,-4.8826447,-1.0019041,-0.39868876,5.000968,-0.631145,0.73292965,-0.00210611,0.0943583,0.9626172,-0.0020899158,0.10088288,0.9565281,-0.1020603,0.7104102,-0.648414,-0.1020603,0.5552395,0.78538686,-0.1020603,0.967233,2.28,467.0,30600.0,22.5,0.9994151,-0.03335688,-0.0075321984,464.67178,0.85344696,0.55643207,15.488536,167.51163,-111.69914,9.951027,0.4775776
2010-11-09 00:07:34,-4.8896537,-0.93521017,-0.39594117,4.994635,-0.6311542,0.7329218,-0.00210611,0.0943583,0.9626172,-0.0020899158,0.10088119,0.9565281,-0.10206198,0.71030706,-0.6485267,-0.10206198,0.5552298,0.7853935,-0.10206198,0.967233,2.21,466.0,30500.0,22.5,0.9987,-0.049999658,-0.009913725,464.0032,0.87971985,0.54036057,15.289808,168.23192,-112.9464,9.92584,0.46158397
2010-11-09 00:08:34,-4.9018497,-0.9358652,-0.42150867,5.008699,-0.63116336,0.73291385,-0.0021061,0.0943583,0.9626172,-0.0020899158,0.10088119,0.9565281,-0.10206198,0.71020293,-0.6486408,-0.10206198,0.5552202,0.7854003,-0.10206198,0.967233,2.29,467.0,31800.0,22.9,0.9983445,-0.05712833,-0.0066829366,463.86795,0.90677,0.56155777,15.5876255,168.14406,-114.246544,9.981817,0.4780141
2010-11-09 00:09:34,-4.8652253,-0.9500498,-0.4385564,4.9768343,-0.6311725,0.7329059,-0.0021061,0.0943583,0.9626172,-0.0020899158,0.10088117,0.95652795,-0.102063656,0.71009976,-0.64875346,-0.102063656,0.55521053,0.7854069,-0.102063656,0.967233,2.23,467.0,32200.0,23.1,0.9984603,-0.054727864,-0.009049489,464.1146,0.9520705,0.55531895,15.328437,167.84302,-114.77872,9.855215,0.46598488
2010-11-09 00:10:34,-4.7280126,-0.9232096,-0.35989836,4.831665,-0.63118166,0.73289806,-0.0021061,0.0943583,0.9626172,-0.0020899158,0.10088117,0.95652795,-0.102063656,0.7099967,-0.64886624,-0.102063656,0.55520093,0.7854137,-0.102063656,0.967233,2.35,467.0,31800.0,22.9,0.9985783,-0.052738022,-0.0077492604,464.56046,0.88090646,0.61927426,15.041322,168.11064,-111.29752,9.288667,0.49200425
2010-11-09 00:11:34,-4.637002,-0.9263744,-0.29194608,4.738325,-0.63119084,0.7328901,-0.0021061,0.09435662,0.96261734,-0.0020899158,0.10087948,0.95652795,-0.10206533,0.7098935,-0.6489789,-0.10206533,0.55518985,0.7854213,-0.10206533,0.967233,2.36,467.0,32500.0,23.2,0.9981859,-0.059705783,-0.007759596,463.94165,0.9093209,0.64961445,14.736829,168.12984,-107.4922,8.933249,0.49278247
2010-11-09 00:12:34,-4.6376734,-0.9131881,-0.36334178,4.742277,-0.6312,0.7328822,-0.00210609,0.09435662,0.96261734,-0.0020899158,0.10087946,0.95652777,-0.102067016,0.70978916,-0.64909273,-0.102067016,0.55518013,0.7854279,-0.102067016,0.967233,2.29,467.0,32500.0,23.2,0.9989187,-0.04587531,-0.0075381966,464.30203,0.93943065,0.62929606,14.579606,167.94356,-111.696754,8.948157,0.4789092
2010-11-09 00:13:34,-4.6265717,-0.8718068,-0.4428586,4.729555,-0.6312092,0.73287433,-0.00210609,0.09435662,0.96261734,-0.0020899158,0.10087946,0.95652777,-0.102067016,0.7096861,-0.64920545,-0.102067016,0.55517054,0.7854347,-0.102067016,0.967233,2.3,467.0,31000.0,22.6,0.99920464,-0.039159182,-0.007530612,464.76968,0.86419404,0.6292407,14.500994,168.0215,-116.929565,8.900212,0.4819699
2010-11-09 00:14:34,-4.653303,-0.8396235,-0.45081517,4.7501116,-0.6312184,0.7328664,-0.00210609,0.09435662,0.96261734,-0.0020899158,0.100879446,0.9565276,-0.10206869,0.7095828,-0.64931804,-0.10206869,0.5551608,0.78544134,-0.10206869,0.967233,2.21,467.0,30300.0,22.4,0.9992242,-0.03873796,-0.0071019595,464.6605,0.8698514,0.5966368,14.334605,168.41269,-118.23248,8.977747,0.46289265
2010-11-09 00:15:34,-4.7209086,-0.79671884,-0.3906827,4.805034,-0.63122755,0.73285854,-0.00210608,0.09435662,0.96261734,-0.0020899158,0.10087778,0.95652777,-0.10206869,0.70947856,-0.64943194,-0.10206869,0.5551512,0.78544813,-0.10206869,0.967233,2.17,467.0,28000.0,21.5,0.9991201,-0.04085941,-0.00946218,465.00916,0.76970196,0.56382066,14.366533,169.26285,-116.1217,9.186556,0.45519686
2010-11-09 00:16:34,-4.753006,-0.73920286,-0.266099,4.818837,-0.63123673,0.7328506,-0.00210608,0.09435494,0.9626175,-0.0020899158,0.100877754,0.9565276,-0.10207037,0.70937526,-0.64954454,-0.10207037,0.5551402,0.78545576,-0.10207037,0.967233,2.22,466.0,27400.0,21.3,0.9991163,-0.039852634,-0.013356018,464.21024,0.7144297,0.57120335,14.517404,170.51848,-109.79791,9.23941,0.46408644
2010-11-09 00:17:34,-4.725165,-0.73080647,-0.23948346,4.7877426,-0.6312459,0.7328427,-0.00210608,0.09435494,0.9626175,-0.0020899158,0.100877754,0.9565276,-0.10207037,0.7092721,-0.6496572,-0.10207037,0.5551306,0.7854625,-0.10207037,0.967233,2.25,466.0,30100.0,22.3,0.9994004,-0.03276016,-0.011207423,463.9782,0.8419799,0.59713423,14.567163,170.72623,-108.143845,9.120557,0.4698878
2010-11-09 00:18:34,-4.7304716,-0.78388315,-0.1707103,4.8028493,-0.6312551,0.73283476,-0.00210607,0.09435494,0.9626175,-0.0020899158,0.10087774,0.9565274,-0.10207205,0.70916766,-0.6497709,-0.10207205,0.5551209,0.7854692,-0.10207205,0.967233,2.29,467.0,30200.0,22.4,0.99964017,-0.021278085,-0.016334692,465.26743,0.8293334,0.6043323,14.725303,170.04051,-102.285774,9.178204,0.4809028
2010-11-09 00:19:34,-4.742198,-0.85583204,-0.03752603,4.8231487,-0.63126427,0.7328269,-0.00210607,0.09435494,0.9626175,-0.0020899158,0.10087607,0.9565276,-0.10207205,0.7090644,-0.64988357,-0.10207205,0.5551113,0.78547597,-0.10207205,0.967233,2.27,466.0,27900.0,21.5,0.9996707,-0.021516804,-0.013985922,464.75305,0.71928257,0.5849884,14.67099,169.48784,-92.510666,9.255951,0.47564933
2010-11-09 00:20:34,-4.7640257,-0.8961344,-0.017131764,4.8496757,-0.63127345,0.73281896,-0.00210607,0.09435494,0.9626175,-0.0020899158,0.10087605,0.9565274,-0.10207373,0.70896107,-0.64999604,-0.10207373,0.5551016,0.7854826,-0.10207373,0.967233,2.17,466.0,28300.0,21.6,0.99948925,-0.030163502,-0.010557226,464.1371,0.7856879,0.5546026,14.548454,169.21584,-91.095215,9.358046,0.4534911
2010-11-09 00:21:34,-4.758187,-0.8713802,-0.16521369,4.844022,-0.6312826,0.73281103,-0.00210606,0.09435326,0.9626177,-0.0020899158,0.10087605,0.9565274,-0.10207373,0.7088567,-0.6501099,-0.10207373,0.5550906,0.78549033,-0.10207373,0.967233,2.2,466.0,30500.0,22.5,0.9994812,-0.02994781,-0.011849853,464.14078,0.88425505,0.57188594,14.675918,169.19785,-100.73585,9.336239,0.4597679
2010-11-09 00:22:34,-4.7120023,-0.8624629,-0.2803375,4.7991223,-0.63129175,0.73280317,-0.00210606,0.09435326,0.9626177,-0.0020899158,0.10087603,0.95652723,-0.102075405,0.7087533,-0.65022236,-0.102075405,0.55508095,0.78549695,-0.102075405,0.967233,2.2,466.0,28500.0,21.7,0.9994265,-0.032510426,-0.009473237,464.46637,0.7825211,0.57494706,14.4331665,169.06612,-108.006386,9.163964,0.46041316
2010-11-09 00:23:34,-4.688323,-0.87472665,-0.29288837,4.779424,-0.6313009,0.73279524,-0.00210606,0.09435326,0.9626177,-0.0020899158,0.100874364,0.9565274,-0.102075405,0.70865,-0.6503349,-0.102075405,0.55507135,0.78550375,-0.102075405,0.967233,2.27,467.0,29700.0,22.2,0.99884206,-0.04693847,-0.01055039,464.43777,0.8130631,0.602941,14.5693655,168.79521,-108.51231,9.088891,0.47500423
2010-11-09 00:24:34,-4.629003,-0.9883861,-0.36087653,4.7500935,-0.6313101,0.7327873,-0.00210606,0.09435326,0.9626177,-0.0020899158,0.10087434,0.95652723,-0.10207709,0.7085466,-0.6504473,-0.10207709,0.55506164,0.78551036,-0.10207709,0.967233,2.28,466.0,29500.0,22.1,0.99851155,-0.054417152,-0.0036709984,463.0893,0.7985323,0.6122855,14.474989,167.03513,-110.058,8.977679,0.47433025
2010-11-09 00:25:34,-4.618832,-1.0402675,-0.40609583,4.7540865,-0.6313193,0.73277944,-0.00210605,0.09435326,0.9626177,-0.0020899158,0.10087434,0.95652723,-0.10207709,0.70844215,-0.6505611,-0.10207709,0.55505204,0.78551716,-0.10207709,0.967233,2.22,466.0,29000.0,21.9,0.9987511,-0.049355634,-0.0077589643,463.97946,0.79955894,0.59319484,14.327653,166.30019,-111.3245,8.992779,0.46362513
2010-11-09 00:26:34,-4.6747713,-0.8735645,-0.44617668,4.7791677,-0.63132846,0.7327715,-0.00210605,0.09435158,0.9626179,-0.0020899158,0.10087433,0.95652705,-0.102078766,0.7083387,-0.65067345,-0.102078766,0.55504096,0.7855248,-0.102078766,0.967233,2.3,466.0,30900.0,22.6,0.99919635,-0.038604826,-0.01078347,463.6726,0.8593475,0.61583894,14.6850195,168.0023,-117.05586,9.087915,0.47969726
2010-11-09 00:27:34,-4.646114,-0.7794331,-0.49633893,4.7388062,-0.63133764,0.7327636,-0.00210605,0.09435158,0.9626179,-0.0020899158,0.10087266,0.95652723,-0.102078766,0.7082353,-0.650786,-0.102078766,0.55503136,0.7855316,-0.102078766,0.967233,2.3,465.0,29800.0,22.2,0.9994536,-0.031961784,-0.008422362,463.053,0.8049758,0.6218391,14.491643,168.64896,-122.48877,8.935064,0.4784161
2010-11-09 00:28:34,-4.6003165,-0.7636627,-0.55641544,4.698058,-0.6313468,0.7327557,-0.00210604,0.09435158,0.9626179,-0.0020899158,0.100872636,0.95652705,-0.10208044,0.70813066,-0.6508995,-0.10208044,0.55502164,0.7855382,-0.10208044,0.967233,2.26,465.0,30800.0,22.6,0.9990244,-0.04321974,-0.009076146,462.75146,0.8720296,0.6257913,14.278201,168.29224,-126.077614,8.782063,0.46948376
2010-11-09 00:29:34,-4.5654845,-0.5930966,-0.6654643,4.6664233,-0.631356,0.7327478,-0.00210604,0.09435158,0.9626179,-0.0020899158,0.100872636,0.95652705,-0.10208044,0.7080273,-0.651012,-0.10208044,0.55501205,0.785545,-0.10208044,0.967233,2.5,467.0,36900.0,24.7,0.9983758,-0.05667447,-0.0058182916,464.05374,1.042149,0.7298543,14.9882,168.0612,-138.29091,8.664191,0.5222676
