spacecraft,event,BTOTAL_pre24_mean,BTOTAL_post24_mean,BTOTAL_post_minus_pre,BTOTAL_post_over_pre,BTOTAL_near_peak,BTOTAL_peak_epoch_hours,Vp_pre24_mean,Vp_post24_mean,Vp_post_minus_pre,Vp_post_over_pre,Vp_near_peak,Vp_peak_epoch_hours,Np_pre24_mean,Np_post24_mean,Np_post_minus_pre,Np_post_over_pre,Np_near_peak,Np_peak_epoch_hours,Tp_pre24_mean,Tp_post24_mean,Tp_post_minus_pre,Tp_post_over_pre,Tp_near_peak,Tp_peak_epoch_hours,Beta_pre24_mean,Beta_post24_mean,Beta_post_minus_pre,Beta_post_over_pre,Beta_near_peak,Beta_peak_epoch_hours,Entropy_pre24_mean,Entropy_post24_mean,Entropy_post_minus_pre,Entropy_post_over_pre,Entropy_near_peak,Entropy_peak_epoch_hours,Total_Pressure_pre24_mean,Total_Pressure_post24_mean,Total_Pressure_post_minus_pre,Total_Pressure_post_over_pre,Total_Pressure_near_peak,Total_Pressure_peak_epoch_hours,Magnetic_Pressure_pre24_mean,Magnetic_Pressure_post24_mean,Magnetic_Pressure_post_minus_pre,Magnetic_Pressure_post_over_pre,Magnetic_Pressure_near_peak,Magnetic_Pressure_peak_epoch_hours,Dynamic_Pressure_pre24_mean,Dynamic_Pressure_post24_mean,Dynamic_Pressure_post_minus_pre,Dynamic_Pressure_post_over_pre,Dynamic_Pressure_near_peak,Dynamic_Pressure_peak_epoch_hours,max_hourly_dVp_km_s,max_hourly_dVp_epoch_hours
STEREO-A,2010-08-31,9.011626996597222,9.277295741041666,0.26566874444444366,1.029480663652053,19.595675,0.595,349.68888888888887,487.1763470958712,137.48745820698235,1.3931707943133074,589.0,10.528333333333334,20.274555555555555,2.9882212885154065,-17.286334267040147,0.14738775803628335,46.3,-2.8383333333333334,70526.94444444444,117900.29411764706,47373.349673202625,1.6717056870444686,557000.0,16.945,2.4463267295805555,0.5147621720308123,-1.931564557549743,0.21042249418542422,18.753025,-3.855,-0.2087741944680556,2.268329818535434,2.4771040130034896,-10.864991357361026,5.553736,16.945,94.96206716597221,51.21904056092437,-43.743026605047845,0.5393631593066005,190.48074,-2.8383333333333334,36.11410458972222,40.44280278777777,4.328698198055555,1.1198617063120393,152.7848,0.595,2.3168059093888886,0.6637075541806723,-1.6530983552082164,0.2864752509008148,8.820524,-2.9383333333333335,82.0,-7.0
STEREO-A,2010-10-20,4.524401528958333,7.181744976180555,2.657343447222222,1.5873359007183498,9.973992,14.743611111111111,302.45,354.5340277777778,52.084027777777806,1.172207068202274,416.0,16.94361111111111,4.493527777777778,7.510006944444444,3.0164791666666666,1.6712942071003356,12.5,4.810277777777777,32976.84722222222,49642.430555555555,16665.583333333336,1.5053722455948682,93100.0,4.276944444444444,1.5179672733124998,1.2771965741805553,-0.2407706991319445,0.841386106693502,6.6457243,5.143611111111111,0.19431473332002086,0.33349812950548613,0.13918339618546527,1.7162781422046949,1.6494797,-1.0397222222222222,19.41431007465278,42.41693506597222,23.00262499131944,2.184828350987942,59.707245,17.49361111111111,8.381589401944444,21.769231274722223,13.38764187277778,2.5972676816728795,39.58201,14.743611111111111,0.3930159808333333,0.9244057268125,0.5313897459791668,2.3520817775715686,1.5703158,17.310277777777777,27.0,11.0
STEREO-A,2010-11-02,3.372433482638889,5.453004341831097,2.080570859192208,1.6169345874137704,7.254829,16.009722222222223,523.4548611111111,498.30069444444445,-25.15416666666664,0.9519458724420418,561.0,17.509722222222223,1.2590833333333333,2.384097222222222,1.1250138888888888,1.8935182121031613,5.59,12.393055555555556,95037.56944444444,150999.72222222222,55962.15277777778,1.5888424241582826,331000.0,13.159722222222221,1.1413437880138888,1.1221676069060773,-0.019176181107811496,0.9831985933518059,14.701797,12.693055555555556,3.127351059236111,3.1070279440347224,-0.02032311520138874,0.9935014922161144,4.24429,13.009722222222223,9.23276535576389,22.52825973954223,13.295494383778339,2.4400338220962308,40.151352,15.609722222222222,4.778025221069444,12.476695877584847,7.698670656515403,2.611266224080802,20.941805,16.009722222222223,0.3341024244722222,0.5713311076597223,0.23722868318750007,1.7100477752062035,1.1227955,12.393055555555556,37.0,13.0
STEREO-B,2010-11-11,3.7913568214583337,3.6744716985416668,-0.11688512291666697,0.969170635099519,4.086935,16.336111111111112,568.1944444444445,552.6504517025712,-15.54399274187324,0.9726431807036208,624.0,13.952777777777778,0.35568750000000005,0.30075747046560114,-0.054930029534398905,0.8455666012035877,1.39,-4.830555555555556,125757.98611111111,239831.75816539265,114073.77205428154,1.907089685369912,2350000.0,7.986111111111111,0.2532106318694444,0.351106008028492,0.09789537615904759,1.3866163732395034,11.90351,7.986111111111111,4.6805855675,5.84451415448228,1.16392858698228,1.2486715754251148,8.404822,16.602777777777778,7.3936387025000005,7.194491094232105,-0.19914760826789557,0.9730650067874484,42.47189,7.986111111111111,,,,,,,,,,,,,68.0,6.0
STEREO-B,2011-01-21,3.759213894791666,3.2704102118577074,-0.4888036829339586,0.8699718354384706,4.108049,-0.9797222222222223,319.24583333333334,288.3909722222222,-30.85486111111112,0.9033507789625723,321.0,-4.346388888888889,4.062916666666667,2.5963355592654422,-1.466581107401225,0.6390324420302596,5.98,-5.479722222222223,18268.125,14828.21368948247,-3439.9113105175293,0.81169872055739,46800.0,12.870277777777778,2.2697508078333333,1.4149609368132943,-0.854789871020039,0.6233992436218109,20.219336,13.270277777777778,-0.47893679547425694,-0.37997772614232045,0.09895906933193649,0.7933776016646531,1.5482486,8.320277777777777,15.008695497916666,9.166565109286411,-5.842130388630254,0.6107502887615255,17.078878,-0.7797222222222222,,,,,,,,,,,,,10.0,2.0
