Time,BField_R,BField_T,BField_N,BTOTAL,HAE_X,HAE_Y,HAE_Z,HEE_X,HEE_Y,HEE_Z,HEEQ_X,HEEQ_Y,HEEQ_Z,CARR_X,CARR_Y,CARR_Z,HCI_X,HCI_Y,HCI_Z,R,Np,Vp,Tp,Vth,Vr_Over_V_RTN,Vt_Over_V_RTN,Vn_Over_V_RTN,Vp_RTN,Entropy,Beta,Total_Pressure,Cone_Angle,Clock_Angle,Magnetic_Pressure,Dynamic_Pressure
2011-01-19 00:00:27,-2.1582022,-0.13934624,-2.3492951,3.299756,-0.87753916,-0.39662346,-0.00035677,0.06835471,0.9605793,-0.0003680879,0.06041731,0.9563635,-0.095413275,-0.241892,0.92723763,-0.095413275,-0.600221,0.7470048,-0.095413275,0.96300834,2.27,414.0,47400.0,28.0,0.9998007,-0.008734003,-0.017953228,412.18216,1.5142759,1.4134507,10.456175,130.84758,-176.60553,4.332349,0.37412846
2011-01-19 00:01:27,-2.4247909,0.46920058,-2.0395057,3.3453877,-0.8775341,-0.39663452,-0.00035674,0.06835471,0.9605793,-0.0003680879,0.06041731,0.9563635,-0.095413275,-0.24174471,0.9272761,-0.095413275,-0.6002301,0.7469975,-0.095413275,0.96300834,2.6,412.0,42100.0,26.4,0.9998091,0.012412431,-0.015089621,410.87845,1.2006825,1.5255051,11.246357,136.45355,167.04419,4.4529996,0.4258107
2011-01-19 00:02:27,-2.3124955,1.0401326,-1.827996,3.3149943,-0.877529,-0.39664558,-0.00035671,0.06835471,0.9605793,-0.0003680879,0.06041732,0.9563637,-0.095411606,-0.24159586,0.92731506,-0.095411606,-0.60023934,0.74699026,-0.095411606,0.96300834,3.17,420.0,38500.0,25.2,0.99826556,0.058246028,-0.0085586,420.62955,0.86837816,1.852404,12.472316,134.23369,150.36006,4.3724546,0.54409575
2011-01-19 00:03:27,-1.7048367,1.7753483,-2.0699549,3.3732972,-0.87752396,-0.39665663,-0.00035669,0.06835471,0.9605793,-0.0003680879,0.06041733,0.95636386,-0.09540993,-0.24144863,0.92735356,-0.09540993,-0.6002499,0.74698204,-0.09540993,0.96300834,3.61,421.0,55600.0,30.3,0.99860847,0.052221026,-0.0073584174,421.28625,1.2896894,2.255594,14.74041,120.35736,139.38113,4.5276093,0.6215531
2011-01-19 00:04:27,-1.5222545,2.19389,-2.2256157,3.4944441,-0.87751883,-0.3966677,-0.00035666,0.068353035,0.9605794,-0.0003680879,0.06041733,0.95636386,-0.09540993,-0.24130133,0.9273919,-0.09540993,-0.600259,0.7469747,-0.09540993,0.96300834,3.18,422.0,48000.0,28.2,0.9990535,0.039592292,-0.01801805,421.79926,1.1960427,1.7718775,13.467925,115.82484,135.4113,4.8586535,0.54885197
2011-01-19 00:05:27,-1.7263618,2.0490348,-2.3088229,3.5480082,-0.87751377,-0.39667875,-0.00035663,0.068353035,0.9605794,-0.0003680879,0.060415674,0.9563641,-0.09540826,-0.24115407,0.92743033,-0.09540826,-0.60026824,0.7469675,-0.09540826,0.96300834,2.9,419.0,44300.0,27.1,0.9991254,0.037446335,-0.018603912,419.26666,1.1678886,1.5331326,12.688134,119.115524,138.41158,5.0087457,0.49453288
2011-01-19 00:06:27,-1.7605782,1.9532485,-2.38911,3.5791688,-0.8775087,-0.3966898,-0.00035661,0.068353035,0.9605794,-0.0003680879,0.060415674,0.9563641,-0.09540826,-0.24100515,0.9274691,-0.09540826,-0.60027736,0.74696016,-0.09540826,0.96300834,3.02,420.0,50800.0,29.0,0.99905425,0.03783936,-0.021418504,420.1974,1.33271,1.6305734,13.408659,119.46526,140.73183,5.097111,0.51728535
2011-01-19 00:07:27,-2.1075912,1.349393,-2.3300123,3.519298,-0.87750363,-0.39670086,-0.00035658,0.068353035,0.9605794,-0.0003680879,0.060415685,0.9563643,-0.095406584,-0.2408579,0.9275075,-0.095406584,-0.6002879,0.7469519,-0.095406584,0.96300834,2.33,409.0,47400.0,28.0,0.99960726,0.019816002,-0.019816002,408.76053,1.4881874,1.2754467,11.213718,126.78879,149.92334,4.9280133,0.37766814
2011-01-19 00:08:27,-2.5704417,0.53831154,-2.2337978,3.4785604,-0.87749857,-0.39671192,-0.00035656,0.068353035,0.9605794,-0.0003680879,0.060415693,0.95636445,-0.095404916,-0.24071062,0.9275459,-0.095404916,-0.60029715,0.74694467,-0.095404916,0.96300834,2.17,408.0,43600.0,26.8,0.99955213,-0.023910372,-0.017994404,405.68167,1.433981,1.1884171,10.536593,137.64105,166.45093,4.814585,0.34645516
2011-01-19 00:09:27,-2.6421087,0.43846887,-2.270612,3.5405488,-0.8774935,-0.39672297,-0.00035653,0.068353035,0.9605794,-0.0003680879,0.060415693,0.95636445,-0.095404916,-0.2405633,0.9275841,-0.095404916,-0.6003063,0.74693733,-0.095404916,0.96300834,2.2,408.0,37300.0,24.8,0.99943036,-0.020170635,-0.027058167,406.5316,1.186155,1.1185218,10.566843,138.26595,169.07037,4.987707,0.3527181
